Id,Price
725,164107.99874239523
15856,194254.17524743735
5480,369685.39686674264
15664,353572.7383757789
14275,134757.45534128495
7633,202483.63921127285
13329,170796.81267782682
5502,226622.633831611
4220,295335.64646360127
11538,183372.8257025198
15975,286165.2064457421
3310,216708.11792209893
9286,153153.23799310168
11260,194420.00801210926
5214,98429.31073698665
11307,176920.1723041613
13543,374775.9992859416
615,164889.71076299337
3495,211603.75320073805
2321,230582.04496461025
12046,198932.1887551551
16688,146994.80451579133
12694,205438.38520698002
783,137236.66108900256
8968,179124.2612707914
13454,179200.54920589924
12190,243461.88247271662
11160,103014.31813654864
10291,199845.12363157782
891,295034.7379175008
2982,176239.9715406766
3818,258096.35385558184
2449,201130.1272493893
8317,165981.09469520522
4922,183540.1221104496
1257,265641.80378220446
9348,182514.71202439192
4176,163046.71478407085
10704,155123.0195570829
6624,116227.29130842703
5428,177119.74934772096
12749,181157.82217545237
8994,209880.04296632454
11513,135548.9280059669
3047,176970.7957749998
9519,177200.36968964408
12309,206702.0843142927
14081,288439.3296846607
8334,261152.88327241785
6343,178572.6617121298
14788,127139.58710641257
15748,442353.49010831636
153,228605.66975025422
14149,215027.64384670672
269,164221.98069945892
5452,116056.48240082063
721,162804.0798023641
5079,372838.76158065005
2831,131590.63002903762
10614,111746.2361597476
10131,259349.38970911724
9996,295963.07530136756
3061,197844.6566508288
11733,367031.1818295892
3726,250450.97957825926
10929,219924.24614226786
9011,257706.43513387762
16182,333794.95122369274
4976,158953.23578228612
9897,234414.68874570823
1872,164079.93686357618
9205,341264.73249814485
5403,378866.8772943794
14074,198216.7100767065
6268,153676.31454965065
14232,175278.4508099228
8532,224192.5539085265
7034,306034.9239123694
6553,470050.0656117792
3133,168924.55128204328
8596,203429.59629746169
12389,232124.72650517488
14462,177020.87529586322
8860,316238.72453412425
8377,291514.44751636573
6367,318508.1350492628
6917,231106.65956043216
4216,195763.1747331957
5806,165090.9301301037
5438,175248.63214966608
6632,201621.96639923897
2650,155253.40935784305
5396,242935.93682591268
4044,147352.8011499343
1345,241919.81183467354
856,186572.47360129768
12791,259540.17324546652
12499,213303.92174740118
12249,129114.31745052272
14641,144371.4525665254
1919,163913.47446524116
7848,195801.40885719715
10749,161394.6465988721
15554,206685.77329711255
15834,167225.4982861396
1355,174743.732851373
15451,182618.42495997561
12401,181895.0351913698
10290,154388.15357017776
9462,118017.60197093662
3103,244442.12805744397
3420,155166.4589545058
12262,244442.12805744397
5032,157103.0282036344
8949,293718.6077633684
15567,214554.27668180087
16389,160872.40808478522
7809,97429.60639061056
8990,164842.60402194227
16089,300198.0208562023
12743,110041.18929995211
5132,131195.22840337333
1619,265816.1818673062
2428,89950.15266032776
16741,167598.7434858952
13193,205553.41205112962
12588,426887.5834265543
5067,165235.11231781336
14685,126569.25901083507
2292,177349.85122925907
5746,128302.79737371234
12578,170117.8667642184
14834,171952.17249644705
2147,162574.58960449888
8222,132014.6150444582
10419,259130.1517211448
11492,219232.10724005292
3006,206923.2417188724
8761,198990.2163521908
15371,344686.5574671102
16367,151163.81953831672
6317,255250.35376460326
10878,275730.418912925
3895,160019.2138947119
8041,228736.64817700934
13428,447964.42012622714
14669,158379.96482772546
1006,173311.86739485836
12271,177020.87529586322
3764,400695.58776518283
7675,201759.80778580197
11709,269642.31952391675
8629,154428.47687867744
1105,348927.6310104513
6096,176540.45551185985
11727,207438.4026161883
5157,168781.67385560987
3679,125052.53130958685
1755,151178.7109358079
7391,213817.54092263465
7425,111080.26170186163
6882,381393.0615523617
10752,370494.2937147697
7472,211135.18879091766
14320,104679.02329911345
9596,162962.37769202492
5317,218511.8632680125
7378,75793.42063333323
16154,187290.8301828054
3464,190471.23905262898
4197,233332.36749849847
9477,108742.25246970817
12705,200431.23061428228
16426,200847.48218809755
1481,79608.31932432968
9946,249367.95526312746
12025,206426.4584809894
5341,251903.56880799058
9923,313556.8673295954
7953,252026.49630168427
11066,232906.25308305555
5037,183932.4300257516
2509,190175.2078476052
4937,347894.1894933744
12089,405832.8666708231
4964,169753.58558614162
16500,277194.43826012546
4625,129790.14971168066
2363,383879.2144684655
8148,205212.00525791125
3804,176414.0913696292
4584,164348.5742198345
10694,111057.27465756839
2691,162465.6416159318
2983,240042.58497656896
13563,322538.14818465116
10747,218593.93525144533
1721,200949.31475832794
2789,256030.43080941963
7214,247369.92207930688
8659,221258.7713853769
5107,304688.30555344734
3843,225781.53392826035
